Year,Value,UNIT_MEASURE,SERIES
2016,39.1,PC_BDP,General government gross debt
2017,35.6,PC_BDP,General government gross debt
2018,32.1,PC_BDP,General government gross debt
2019,32.8,PC_BDP,General government gross debt
2020,37.3,PC_BDP,General government gross debt
2021,35.8,PC_BDP,General government gross debt
2022,31.2,PC_BDP,General government gross debt
2023,29.9,PC_BDP,General government gross debt
2024,29.4,PC_BDP,General government gross debt
2025,29.9,PC_BDP,General government gross debt
2016,12.1,in millions of KM,General government gross debt
2017,11.35,in millions of KM,General government gross debt
2018,11.2,in millions of KM,General government gross debt
2019,11.21,in millions of KM,General government gross debt
2020,12.19,in millions of KM,General government gross debt
2021,12.85,in millions of KM,General government gross debt
2022,13.1,in millions of KM,General government gross debt
2023,12.96,in millions of KM,General government gross debt
2024,13.74,in millions of KM,General government gross debt
2025,13.74,in millions of KM,General government gross debt
